JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456596.2689,3.80,,,Vis.,SLUC,K,3.72,4.36, -,1st comp star: TYC 493-3355-1; 2nd comp star: TYC 5144-3103-1,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456596.2751,3.6,,,Vis.,DAT,,TYC0469-06227-1,TYC0493-03355-1,K,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456596.68258,3.6,,,Vis.,ZGEA,,37,34,10stars,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456597.2444,3.7,,,Vis.,REP,,37,44,1990,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456597.24653,3.8,,,Vis.,RZM,,34,44,AAVSO Atlas,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456597.2479,3.9,,,Vis.,CME,U,3.7,4.4,12611AYJ,"""BIN. 7x50, VEILS + MIST""",,,Z,,,,ETA AQL,UAI,STD,,,,
2456597.2514,4.00,,,Vis.,SLUC,K,3.25,4.36, -,1st comp star: TYC 5161-2682-1; 2nd comp star: TYC 5144-3103-1,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456597.63889,3.8,,,Vis.,MCPA,,37,44,10 star,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456597.69815,3.8,,,Vis.,ZGEA,,37,34,10stars,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456598.2083,3.8,,,Vis.,KTHA,K,NA,,TYCHO2,,,,Z,,,,ETA AQL,SAAF,STD,,,,
2456598.4847,3.8,,,Vis.,AAX,K,37,40,ATLAS,BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456598.51875,3.7,,,Vis.,BGZ,,37,,AAVSO,,,,Z,,,,ETA AQL,,STD,,,,
2456598.63767,3.9,,,Vis.,ZGEA,,37,40,10stars,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456599.61111,4.2,,,Vis.,MCPA,,44,37,10 star,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456599.63611,4.4,,,Vis.,RMW,,3.4,4.4,Ten Star Tutorial,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456601.252,4.3,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2456601.4750,4.4,,,Vis.,AAX,K,40,44,ATLAS,BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456601.59514,4.2,,,Vis.,AAP,,40,44,BIN S VAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456602.4583,3.8,,,Vis.,CADA,K,37,40,ATLAS,BSC,,,Z,,,,ETA AQL,NEOA-JBS,STD,,,,
2456602.95694,3.6,,,Vis.,SANG,,3.2,4.4,cjhilder 2003,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456603.18958,3.3,,,Vis.,KSQ,,32,34,10STAR,,,,Z,,,,eta Aql,AAVSO,STD,,,,
2456603.42847,3.60,,,Vis.,TDG,,34,44(IOTAAQL),14839AYY,OTHER COMPS 32 (THETA AQL) 37 (BET AQL) 40 (EPS DEL),,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456603.4896,3.7,,,Vis.,CADA,K,37,40,ATLAS,BSC,,,Z,,,,ETA AQL,NEOA-JBS,STD,,,,
2456604.62986,3.8,,,Vis.,BBA,,3.7,4.0,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456605.2187,3.8,,,Vis.,KTHA,K,NA,,TYCHO2,,,,Z,,,,ETA AQL,SAAF,STD,,,,
2456605.4653,3.6,,,Vis.,CADA,K,33,37,ATLAS,BSC,,,Z,,,,ETA AQL,NEOA-JBS,STD,,,,
2456605.67569,3.8,,,Vis.,ZGEA,B,37,34,10stars,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456606.4667,3.8,,,Vis.,CADA,K,37,40,ATLAS,BSC,,,Z,,,,ETA AQL,NEOA-JBS,STD,,,,
2456607.237,4.4,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2456608.3299,4.1,,,Vis.,CME,BU,3.7,4.4,12611AYJ," 	BIN. 7x50. MOON + HAZE ",,,Z,,,,eta Aql,UAI,STD,,,,
2456608.60208,4.0,,,Vis.,AAP,,37,40,BIN S VAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456609.4556,3.9,,,Vis.,AAX,BK,37,40,ATLAS,MOON BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456609.47639,4.1,,,Vis.,MDP,B,37,44,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456609.52917,3.7,,,Vis.,BBA,B,3.7,4.0,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456609.61730,3.6,,,Vis.,ZGEA,,37,34,10stars,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456610.4375,3.7,,,Vis.,AAX,BK,37,40,ATLAS,MOON BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456610.58889,3.3,,,Vis.,BBA,B,3.2,3.4,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456611.4583,3.8,,,Vis.,CADA,K,37,40,ATLAS,BSC,,,Z,,,,ETA AQL,NEOA-JBS,STD,,,,
2456611.52083,3.7,,,Vis.,MCPA,BU,37,32,10 star,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456612.4701,3.9,,,Vis.,CADA,K,37,40,ATLAS,BSC,,,Z,,,,ETA AQL,NEOA-JBS,STD,,,,
2456612.60961,3.8,,,Vis.,ZGEA,,37,34,10stars,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456612.63611,3.9,,,Vis.,MCPA,B,37,32,10 star,,,,Z,,,,eta Aql,AAVSO,STD,,,,
2456613.4688,4.0,,,Vis.,CADA,K,37,40,ATLAS,BSC,,,Z,,,,ETA AQL,NEOA-JBS,STD,,,,
2456613.60093,3.9,,,Vis.,ZGEA,,37,40,10stars,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456613.93403,4.0,,,Vis.,SANG,,3.2,4.4,cjhilder 2003,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456614.54861,4.4,,,Vis.,MCPA,B,44,37,10 star,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456616.24,4.2,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2456616.46042,4.0,,,Vis.,MDP,B,37,44,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456617.6870,3.5,,,Vis.,WYUE,,34,45,12616GDN,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456617.68709,3.6,,,Vis.,ZGEA,BL,37,34,10stars,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456618.41181,3.70,,,Vis.,TDG,,34,44(IOTAAQL),14839AYY,OTHER COMPS 32 (THETA AQL) 37 (BET AQL) 40 (EPS DEL),,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456619.4583,3.6,,,Vis.,CADA,K,33,37,ATLAS,BSC,,,Z,,,,ETA AQL,NEOA-JBS,STD,,,,
2456619.58970,3.6,,,Vis.,ZGEA,,37,34,10stars,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456620.238,4.0,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2456620.48194,3.95,,,Vis.,MDP,,44,37,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456620.48681,3.9,,,Vis.,BBA,B,3.7,4.0,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456620.52917,4.1,,,Vis.,MCPA,,42,34,10 star,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456621.1736,4.0,,,Vis.,KTHA,K,NA,,TYCHO2,,,,Z,,,,ETA AQL,SAAF,STD,,,,
2456621.49653,4.0,,,Vis.,BGZ,,37,44,AAVSO,,,,Z,,,,ETA AQL,,STD,,,,
2456621.54236,4.0,,,Vis.,BBA,,4.0,4.4,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456622.2944,4.1,,,Vis.,CME,,3.7,4.4,12611AYJ,BIN. 7x50.,,,Z,,,,ETA AQL,UAI,STD,,,,
2456622.44167,4.40,,,Vis.,TDG,,34,44(IOTAAQL),14839AYY,OTHER COMPS 32 (THETA AQL) 37 (BET AQL) 40 (EPS DEL),,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456623.2743,4.1,,,Vis.,CME,,3.7,4.4,12611AYJ,BIN. 7x50.,,,Z,,,,ETA AQL,UAI,STD,,,,
2456624.55417,3.3,,,Vis.,MCPA,,32,37,10 star,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456625.52083,3.7,,,Vis.,MCPA,,37,32,10 star,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456626.60382,3.6,,,Vis.,ZGEA,,37,34,10stars,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456628.1813,4.2,,,Vis.,REP,,37,44,1990,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456628.18472,4.1,,,Vis.,RZM,,34,44,AAVSO Atlas,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456628.60995,4.0,,,Vis.,ZGEA,,37,40,10stars,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456629.1938,4.1,,,Vis.,BSR,,3.4,4.4,ATLAS,,,,Z,,,,ETA AQL,UAI,STD,,,,
2456630.1799,4.3,,,Vis.,REP,U,37,44,1990,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456631.1736,3.9,,,Vis.,KTHA,K,NA,,TYCHO2,,,,Z,,,,ETA AQL,SAAF,STD,,,,
2456632.65532,3.7,,,Vis.,ZGEA,BL,37,40,10stars,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456633.51042,3.8,,,Vis.,BGZ,,37,,AAVSO,,,,Z,,,,ETA AQL,,STD,,,,
2456634.47639,3.9,,,Vis.,BBA,B,3.7,4.0,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456636.50208,4.5,,,Vis.,BBA,B,4.4,4.9,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456638.45694,4.05,,,Vis.,MDP,B,37,44,10 STAR,,,,Z,,,,eta Aql,RASC,STD,,,,
2456639.1750,3.5,,,Vis.,REP,,37,44,1990,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456641.1736,3.8,,,Vis.,REP,,37,44,1990,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456642.51736,4.1,,,Vis.,MCPA,B,44,37,10 star,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456643.24444,4.25,,,Vis.,MDP,B,37,44,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456644.1597,4.3,,,Vis.,KTHA,K,NA,,TYCHO2,,,,Z,,,,ETA AQL,SAAF,STD,,,,
2456648.1771,3.9,,,Vis.,REP,,37,44,1990,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456650.47708,4.4,,,Vis.,BBA,B,3.7,4.4,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456655.48819,3.7,,,Vis.,BBA,B,3.4,3.7,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456718.8299,3.5,,,Vis.,AAX,K,33,37,ATLAS,BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456733.96042,3.7,,,Vis.,BGZ,,37,,AAVSO,,,,Z,,,,ETA AQL,,STD,,,,
2456740.8458,3.6,,,Vis.,AAX,BK,33,37,ATLAS,MOON BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456742.95486,4.0,,,Vis.,BGZ,,37,42,AAVSO,,,,Z,,,,ETA AQL,,STD,,,,
2456743.54653,4.2,,,Vis.,KSQ,,37,44,10STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456744.8368,3.9,,,Vis.,AAX,K,37,40,ATLAS,BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456745.6271,4.2,,,Vis.,REP,,37,44,1990,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456746.95417,3.6,,,Vis.,BGZ,,34,37,AAVSO,,,,Z,,,,ETA AQL,,STD,,,,
2456758.3153,3.2,,,Vis.,CME,BW,30,35,12611AYJ,BIN. 7x50 - MOON - WIND,,,Z,,,,ETA AQL,UAI,STD,,,,
2456762.8285,3.6,,,Vis.,AAX,K,33,37,ATLAS,BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456762.86597,3.9,,,Vis.,BBA,,3.7,4.4,TEN STAR,MOON COMING OUT OF ECLIPSE,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456770.5840,3.9,,,Vis.,REP,K,NA,,NA,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456774.87361,3.58,,,Vis.,MDP,,37,34,10 STAR,,,,Z,,,,eta Aql,RASC,STD,,,,
2456775.76319,3.5,,,Vis.,MDP,U,34,37,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456780.7694,4.0,,,Vis.,AAX,K,37,40,ATLAS,BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456781.45000,3.9,,,Vis.,KSQ,,37,44,10STAR,,,,Z,,,,eta Aql,AAVSO,STD,,,,
2456781.7931,3.6,,,Vis.,AAX,K,33,37,ATLAS,BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456784.458,3.4,,,Vis.,MQA,,3.7,,THE AAVSO VARIABLE,,,,Z,,,,eta Aql,AAVSO,STD,,,,
2456785.520,3.5,,,Vis.,MQA,,3.7,,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456786.472,3.6,,,Vis.,MQA,,3.7,,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456790.8472,3.6,,,Vis.,AAX,K,33,37,ATLAS,BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456792.8465,3.8,,,Vis.,AAX,BK,37,40,ATLAS,MOON BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456794.69931,4.5,,,Vis.,MDP,BUL,44,47,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456794.8451,4.0,,,Vis.,AAX,BK,37,40,ATLAS,MOON BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456795.8444,3.6,,,Vis.,AAX,BK,33,37,ATLAS,MOON BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456796.71389,3.63,,,Vis.,MDP,B,34,37,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456797.40972,3.4,,,Vis.,KSQ,B,34,37,10STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456798.506,3.4,,,Vis.,MQA,B,3.7,,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456799.84236,4.1,,,Vis.,BBA,UB,4.0,4.4,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456800.76736,4.3,,,Vis.,BBA,U,4.0,4.4,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456801.71042,4.55,,,Vis.,MDP,,44,47,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456801.81389,4.2,,,Vis.,BBA,U,4.0,4.4,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456801.83097,5.470,0.085,,B,SAH,,ENSEMBLE,,6054AK,,0,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456801.8326,4.0,,,Vis.,AAX,KUZ,37,40,ATLAS,BSC CLOUDS,,,Z,,,,ETA AQL,REA,STD,,,,
2456801.83570,4.327,0.029,,V,SAH,,ENSEMBLE,,6054AK,,0,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456801.83885,3.549,0.053,,R,SAH,,ENSEMBLE,,6054AK,,0,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456801.84216,3.234,0.038,,I,SAH,,ENSEMBLE,,6054AK,,0,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456802.504,4.4,,,Vis.,ILE,,000,,999999,,,,Z,,,,ETA AQL,MCSE,STD,,,,
2456802.72569,4.5,,,Vis.,MDP,,44,47,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456803.4896,3.6,,,Vis.,KBA,K,32,37,A,BRIGHT STAR CATALOG,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456806.4618,4.0,,,Vis.,KTHA,K,NA,,TYCHO2,,,,Z,,,,ETA AQL,SAAF,STD,,,,
2456806.78472,4.0,,,Vis.,BBA,U,3.7,4.0,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456806.8521,3.9,,,Vis.,AAX,K,37,40,ATLAS,BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456806.85817,4.825,0.007,,B,SAH,,ENSEMBLE,,6054AK,,0,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456806.86128,3.913,0.029,,V,SAH,,ENSEMBLE,,6054AK,,0,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456806.86444,3.259,0.012,,R,SAH,,ENSEMBLE,,6054AK,,0,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456806.86883,3.033,0.011,,I,SAH,,ENSEMBLE,,6054AK,,0,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456807.68194,4.05,,,Vis.,MDP,,37,44,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456807.82917,4.2,,,Vis.,BBA,,4.0,4.4,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456807.8493,4.0,,,Vis.,AAX,K,37,40,ATLAS,BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456807.86890,5.098,0.028,,B,SAH,,ENSEMBLE,,6054AK,,0,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456807.87238,4.052,0.021,,V,SAH,,ENSEMBLE,,6054AK,,0,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456807.87551,3.402,0.021,,R,SAH,,ENSEMBLE,,6054AK,,0,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456807.87879,3.134,0.011,,I,SAH,,ENSEMBLE,,6054AK,,0,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456809.68889,4.45,,,Vis.,MDP,U,44,47,10 STAR,light cloud,,,Z,,,,ETA AQL,RASC,STD,,,,
2456811.430,3.4,,,Vis.,MQA,U,3.2,3.7,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456811.74861,3.8,,,Vis.,BBA,,3.7,4.0,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456811.8549,3.5,,,Vis.,AAX,K,33,37,ATLAS,BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456812.451,3.5,,,Vis.,MQA,U,3.2,3.7,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456812.71528,4.1,,,Vis.,MDP,,37,44,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456812.8681,3.7,,,Vis.,AAX,K,33,37,ATLAS,BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456813.68264,3.9,,,Vis.,MDP,B,37,44,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456814.451,3.9,,,Vis.,MQA,,3.7,,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456814.66597,3.9,,,Vis.,MDP,BL,37,44,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456815.4951,4.4,,,Vis.,KBA,K,44,44,A,BRIGHT STAR CATALOG,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456816.486,4.1,,,Vis.,MQA,,3.7,4.4,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456817.458,3.6,,,Vis.,MQA,,3.2,3.7,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456817.476,3.6,,,Vis.,ILE,,000,,999999,,,,Z,,,,ETA AQL,MCSE,STD,,,,
2456818.486,3.4,,,Vis.,MQA,,3.2,3.7,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456818.63403,3.65,,,Vis.,MDP,BL,34,37,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456820.4236,3.9,,,Vis.,KTHA,K,NA,,TYCHO2,,,,Z,,,,ETA AQL,SAAF,STD,,,,
2456820.479,3.6,,,Vis.,MQA,B,3.2,3.7,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456820.5785,4.0,,,Vis.,ZMAC,B,4.0,3.7,10 STAR,,,,Z,,,,ETA AQL,,STD,,,,
2456820.71389,3.9,,,Vis.,BBA,B,3.7,4.0,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456821.83542,4.2,,,Vis.,BBA,B,4.0,4.4,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456822.4618,4.2,,,Vis.,KTHA,K,NA,,TYCHO2,,,,Z,,,,ETA AQL,SAAF,STD,,,,
2456823.76944,4.0,,,Vis.,MDP,BZ,37,44,10 STAR,moon very close,,,Z,,,,ETA AQL,RASC,STD,,,,
2456824.62222,3.95,,,Vis.,MDP,,37,44,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456824.69653,4.1,,,Vis.,BBA,B,4.0,4.4,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456825.312,3.5,,,Vis.,MQA,,3.2,3.7,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456825.4444,3.8,,,Vis.,KTHA,K,NA,,TYCHO2,,,,Z,,,,ETA AQL,SAAF,STD,,,,
2456825.62431,3.85,,,Vis.,MDP,L,37,44,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456825.771,3.2,,,Vis.,MJCA,,3.2,3.4,TEN_STAR_TUTORIAL,,,,Z,,,,eta Aql,AAVSO,STD,,,,
2456826.4028,4.11,0.02,,TB,CTIA,,44,34,10star,,1,2.09,Z,-15.73,-16.49,,ETA AQL,AAVSO,STD,,,,
2456826.4028,3.58,0.04,,TG,CTIA,,44,34,10star,,1,2.09,Z,-15.47,-16.52,,ETA AQL,AAVSO,STD,,,,
2456826.40556,3.8,,,Vis.,SSW,,37,44,10 star,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456827.458,3.5,,,Vis.,MQA,B,3.2,3.7,THE AAVSO VARIABLE,,,,Z,,,,eta Aql,AAVSO,STD,,,,
2456827.772,3.7,,,Vis.,MJCA,,3.6,3.4,TEN_STAR_TUTORIAL,,,,Z,,,,eta Aql,AAVSO,STD,,,,
2456828.4063,4.65,0.05,,TB,CTIA,,44,34,10star,,1,1.9,Z,-15.48,-16.25,,ETA AQL,AAVSO,STD,,,,
2456828.4063,3.95,0.03,,TG,CTIA,,44,34,10star,,1,1.9,Z,-15.40,-16.41,,ETA AQL,AAVSO,STD,,,,
2456828.437,3.6,,,Vis.,MQA,BU,3.2,3.7,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456828.66528,3.95,,,Vis.,MDP,,37,44,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456828.8667,4.0,,,Vis.,AAX,K,37,40,ATLAS,BSC,,,Z,,,,ETA AQL,REA,STD,,,,
2456829.413,4.3,,,Vis.,ILE,,000,,999999,,,,Z,,,,ETA AQL,MCSE,STD,,,,
2456829.49028,4.4,,,Vis.,BBI,U,37,44,AAVSO 10 star,naked eye,,,Z,,,,ETA AQL,VVS,STD,,,,
2456830.4313,4.1,,,Vis.,CME,,37,44,12611AYJ,BIN. 7x50,,,Z,,,,ETA AQL,UAI,STD,,,,
2456830.65208,4.55,,,Vis.,MDP,U,44,47,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456830.71111,4.4,,,Vis.,BBA,,4.0,4.4,TEN STAR,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456831.3451,4.2,,,Vis.,REP,,37,44,1990,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456831.65556,4.1,,,Vis.,MDP,,44,37,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456832.326,3.5,,,Vis.,MQA,,3.2,3.7,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456832.42847,3.6,,,Vis.,SSW,,34,37,10 star,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456832.4465,3.5,,,Vis.,REP,,37,44,1990,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456833.3764,3.6,,,Vis.,REP,,37,44,1990,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456834.688,3.9,,,Vis.,MJCA,U,3.7,3.4,TEN_STAR_TUTORIAL,,,,Z,,,,eta Aql,AAVSO,STD,,,,
2456835.31736,3.8,,,Vis.,OEH,B,34,44,10 star tutorial,10x30IS binos,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456835.3549,4.1,,,Vis.,REP,,37,44,1990,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456835.3958,3.65,0.03,,TG,CTIA,,44,34,10star,,1,1.65,Z,-15.25,-16.10,,ETA AQL,AAVSO,STD,,,,
2456835.3958,4.28,0.07,,TB,CTIA,,44,34,10star,,1,1.65,Z,-15.41,-16.03,,ETA AQL,AAVSO,STD,,,,
2456835.458,3.6,,,Vis.,MQA,,3.2,3.7,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456835.64306,4.0,,,Vis.,MDP,,37,44,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456836.3382,4.3,,,Vis.,REP,,37,44,1990,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456836.347,3.8,,,Vis.,MQA,,3.7,,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456836.6306,4.4,,,Vis.,REP,K,NA,,NA,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456836.67083,4.3,,,Vis.,MDP,,44,37,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456837.333,3.9,,,Vis.,MQA,,3.7,4.4,THE AAVSO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456837.39167,4.5,,,Vis.,SSW,,37,44,10 star,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2456837.3958,4.92,0.06,,TB,CTIA,,44,34,10star,,1,1.58,Z,-15.45,-16.25,,ETA AQL,AAVSO,STD,,,,
2456837.3958,4.23,0.03,,TG,CTIA,,44,34,10star,,1,1.58,Z,-15.38,-16.39,,ETA AQL,AAVSO,STD,,,,
2456837.4792,4.3,,,Vis.,DPV,,4.02,4.45,OSE2001,,,,Z,,,,ETA AQL,UAG,STD,,,,
2456837.5396,4.5,,,Vis.,REP,,44,47,1990,,,,Z,,,,ETA AQL,AJC,STD,,,,
2456837.65625,4.6,,,Vis.,MDP,U,44,47,10 STAR,,,,Z,,,,ETA AQL,RASC,STD,,,,
2456838.333,3.9,,,Vis.,MQA,U,3.7,4.4,THE AAVAO VARIABLE,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
